category,comments,descriptions,difficulty_rating,endDate,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,minivlat_time,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
Near-infrared window in biological tissue / Absorption properties of tissue components / Water,,"The line graph, displaying one blue line and one red line, show molecular coefficients of eumelanin and pheomelanin. The x axis starts at 200 and goes up every 100 to 900; the y axis starts at 10 to the power of one until it gets to 10 to the power of 5. The blue line represents eumelanin and red represents Pheomelanin; the blue line starts 4 ticks below 10 to the power of 5 and ends five ticks just past 800 and the red line starts just above 10 to the power of 4 and ends six ticks past 800.",5,Thu Nov 23 2023 21:53:34 GMT-0500 (Eastern Standard Time),1700794414125,1,prolific/train-0-201657.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Seoul', 'question7': '$5.2', 'question8': '$50.54', 'question9': '42.30 Mbps'}",6.606316666666666,55887b45fdf99b5a48cf2c1c,298527,Moderate,Thu Nov 23 2023 21:32:27 GMT-0500 (Eastern Standard Time),1700793147022,21.11838333333333,Near-infrared window in biological tissue,1,first,7,107,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,496,15,15,0.5238095238095238,0.525,0.3479075729846954,0.3409882187843323,0.0,0.9899117350578308,1,1,0,0,1,1,1,1,0,0,1,0
Tetration / Inverse operations / Super-root / Other super-roots,,I do not know how to describe this as this is not something I am familiar with.,5,Thu Nov 23 2023 21:53:34 GMT-0500 (Eastern Standard Time),1700794414125,1,prolific/train-0-28614.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Seoul', 'question7': '$5.2', 'question8': '$50.54', 'question9': '42.30 Mbps'}",6.606316666666666,55887b45fdf99b5a48cf2c1c,100433,Moderate,Thu Nov 23 2023 21:32:27 GMT-0500 (Eastern Standard Time),1700793147022,21.11838333333333,Tetration,2,first,7,18,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,79,27,22,0.3428571428571428,0.5666666666666667,0.0407724305987358,0.0990174934267997,0.0,0.4837883710861206,1,1,0,0,1,1,1,1,0,0,1,0
InflateSail / Altitude loss,,"The image is a dot line graph. On the Y axis are numbers from 380 to 490 in intervals of 10. The X axis is listed as Aug 2017. There is a steady decline from top left to bottom right, beginning at 475 and ending at 390 at the bottom right corner.",3,Thu Nov 23 2023 21:58:54 GMT-0500 (Eastern Standard Time),1700794734237,1,prolific/train-0-183840.jpg,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",2.884733333333333,615b06c67d54b2f1687bbe05,99643,Moderate,Thu Nov 23 2023 21:47:12 GMT-0500 (Eastern Standard Time),1700794032227,11.700166666666666,InflateSail,0,first,11,57,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,246,11,8,0.4878048780487805,0.5128205128205128,0.1596714109182357,0.1650781780481338,0.0,0.9874690771102904,1,1,1,1,1,1,1,1,1,0,1,1
Nanortalik / Population,,"The image is a series of columns or bars that show the population growth dynamics by year, from 1991-2010. The data show the following:
1991 - 1.441
1992 - 1.483
1993 - 1.499
1994 - 1.508
1995 - 1.564
1996 - 1.527
1997 - 1.541
1998 - 1.506
1999 - 1.516
2000 - 1.538
2001 - 1.506
2002 - 1.544
2003 - 1.549
2004 - 1.529
2005 - 1.509
2006 - 1.476
2007 - 1.450
2008 - 1.445
2009 - 1.430
2010 - 1.448",4,Thu Nov 23 2023 21:58:54 GMT-0500 (Eastern Standard Time),1700794734237,1,prolific/train-0-283458.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",2.884733333333333,615b06c67d54b2f1687bbe05,161150,Moderate,Thu Nov 23 2023 21:47:12 GMT-0500 (Eastern Standard Time),1700794032227,11.700166666666666,Nanortalik,1,first,11,87,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,395,14,3,0.627906976744186,0.3846153846153846,0.4360106587409973,0.280849814414978,0.0,0.6886775493621826,1,1,1,1,1,1,1,1,1,0,1,1
Nanortalik / Population,,"The image shows a series of bars or columns showing the population growth dynamics by years. The data show:
1991 - 79
1992 - 77
1993 - 83
1994 - 91
1995 - 102
1996 - 101
1997 - 113
1998 - 117
1999 - 116
2000 - 121
2001 - 116
2002 - 110
2003 - 118
2004 - 123
2005 - 121
2006 - 124
2007 - 113
2008 - 109
2009 - 103
2010 - 106",4,Thu Nov 23 2023 21:58:54 GMT-0500 (Eastern Standard Time),1700794734237,1,prolific/train-0-370954.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",2.884733333333333,615b06c67d54b2f1687bbe05,114883,Moderate,Thu Nov 23 2023 21:47:12 GMT-0500 (Eastern Standard Time),1700794032227,11.700166666666666,Ikerasaarsuk,2,first,11,81,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,323,14,3,0.6046511627906976,0.3947368421052631,0.4456568360328674,0.2639803290367126,0.0,0.6886775493621826,1,1,1,1,1,1,1,1,1,0,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,This image depicts a graph showcasing the following  formula: y = x 3 s ,4,Thu Nov 23 2023 22:03:04 GMT-0500 (Eastern Standard Time),1700794984380,1,prolific/train-0-28614.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.617766666666666,655fb1bde4a69a513fd68c7c,62439,Moderate,Thu Nov 23 2023 21:43:06 GMT-0500 (Eastern Standard Time),1700793786421,19.96598333333333,Tetration,0,first,10,15,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,72,27,22,0.5,0.6451612903225806,0.6523732542991638,0.5484169721603394,0.0,0.4837883710861206,1,1,0,1,1,1,1,1,1,0,1,1
Nanortalik / Population,,"This image depicts a graph showing the Nanortalik population growth dynamics from 1991-2010. The growth dynamics have a small variance year by year. The lowest number on the chart is 1,430 townspeople in 2009, and the highest number is 1,564 townspeople in 1995.",4,Thu Nov 23 2023 22:03:04 GMT-0500 (Eastern Standard Time),1700794984380,1,prolific/train-0-283458.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.617766666666666,655fb1bde4a69a513fd68c7c,360297,Moderate,Thu Nov 23 2023 21:43:06 GMT-0500 (Eastern Standard Time),1700793786421,19.96598333333333,Nanortalik,1,first,10,47,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,262,14,3,0.6829268292682927,0.4722222222222222,0.6757631301879883,0.6859878301620483,0.0,0.6886775493621826,1,1,0,1,1,1,1,1,1,0,1,1
Nanortalik / Population,,"This image depicts a graph of the Nanortalik population growth dynamics from 1991-2010. In 1991 the number was 109. In 2010 the number is 134. There is an overall downward trend in the graph, though some months did have slight increases.",3,Thu Nov 23 2023 22:03:04 GMT-0500 (Eastern Standard Time),1700794984380,1,prolific/train-0-448110.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.617766666666666,655fb1bde4a69a513fd68c7c,83373,Moderate,Thu Nov 23 2023 21:43:06 GMT-0500 (Eastern Standard Time),1700793786421,19.96598333333333,Tiilerilaaq,2,first,10,46,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,237,14,3,0.7,0.4857142857142857,0.643438458442688,0.6968773603439331,0.0,0.6886775493621826,1,1,0,1,1,1,1,1,1,0,1,1
Single crossing condition,,"The image above depicts two curved functions--one is lined in blue, and one is lined in red--that intersect each other in the middle. Both run diagonally from left to right in a single curved path, though the red line's curve is skinnier than the blue line's curve.",5,Thu Nov 23 2023 21:08:05 GMT-0600 (Central Standard Time),1700795285818,1,prolific/train-0-307125.png,True,Vietnamese,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.184083333333334,60674e08ad872b4cd378a9df,177542,Little,Thu Nov 23 2023 20:54:27 GMT-0600 (Central Standard Time),1700794467748,13.6345,Single crossing condition,0,first,9,57,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,265,21,22,0.6857142857142857,0.6857142857142857,0.3845901787281036,0.3699401021003723,0.0,0.9686145782470704,1,1,0,1,1,1,1,0,1,0,1,1
Rotaviral gastroenteritis / Epidemiology,,"The above graph depicts the seasonal variation of reports of rotavirus A infections. The graph shows months of July, November, and March spanning the years 2000 to 2012. What we see from this graph is that infections spike around November to March while there are almost none during July.",3,Thu Nov 23 2023 21:08:05 GMT-0600 (Central Standard Time),1700795285818,1,prolific/train-0-205301.png,True,Vietnamese,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.184083333333334,60674e08ad872b4cd378a9df,135939,Little,Thu Nov 23 2023 20:54:27 GMT-0600 (Central Standard Time),1700794467748,13.6345,Rotaviral gastroenteritis,1,first,9,54,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,288,22,35,0.6666666666666666,0.6944444444444444,0.7458032369613647,0.5114018321037292,0.0,0.4159944057464599,1,1,0,1,1,1,1,0,1,0,1,1
Near-infrared window in biological tissue / Absorption properties of tissue components / Water,,"The graph above depicts two lines that portray the molar extinction coefficients of eumelanin and pheomelanin. One line is red and one line is blue, and they both exhibit a negative linear trend. However, the red line's negative slope is steeper than that of the blue. The blue line resembles a nearly completely straight line, while the red line experiences a few noticeable dips and a significant spike near the tip of the right side of the line.",4,Thu Nov 23 2023 21:08:05 GMT-0600 (Central Standard Time),1700795285818,1,prolific/train-0-201657.png,True,Vietnamese,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.184083333333334,60674e08ad872b4cd378a9df,108652,Little,Thu Nov 23 2023 20:54:27 GMT-0600 (Central Standard Time),1700794467748,13.6345,Near-infrared window in biological tissue,2,first,9,86,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,448,15,15,0.5833333333333334,0.6363636363636364,0.5823882222175598,0.5764980316162109,0.0,0.9899117350578308,1,1,0,1,1,1,1,0,1,0,1,1
Near-infrared window in biological tissue / Absorption properties of tissue components / Water,,"The picture is of a line graph measuring ""wavelength"" and ""Molecular Extinction Coefficient"". The properties being tested are ""Eumelanin"" and ""Pheomelanin"". Both properties show to decrease in wavelength when the Molecular Extinction Coefficient is higher, however Pheomelanin decreases more compared to Eumelanin. ",5,Thu Nov 23 2023 21:15:00 GMT-0600 (Central Standard Time),1700795700909,1,prolific/train-0-201657.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.955283333333334,651b1ce6666abf106f24f092,475063,Very little,Thu Nov 23 2023 20:51:44 GMT-0600 (Central Standard Time),1700794304595,23.2719,Near-infrared window in biological tissue,0,first,9,54,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,315,15,15,0.5675675675675675,0.6176470588235294,0.571142315864563,0.5625439286231995,0.0,0.9899117350578308,1,1,0,1,1,1,1,0,1,0,1,1
InflateSail / Altitude loss,,"The graph shows the Orbit Height starting at 475 km and decreasing rapidliy throughout August, ending at 385 Km",4,Thu Nov 23 2023 21:15:00 GMT-0600 (Central Standard Time),1700795700909,1,prolific/train-0-183840.jpg,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.955283333333334,651b1ce6666abf106f24f092,145723,Very little,Thu Nov 23 2023 20:51:44 GMT-0600 (Central Standard Time),1700794304595,23.2719,InflateSail,1,first,9,20,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,111,11,8,0.4102564102564102,0.4324324324324324,0.6574491262435913,0.6742757558822632,0.0,0.9874690771102904,1,1,0,1,1,1,1,0,1,0,1,1
Single crossing condition,,Line graph demonstrating single crossing at the 0.5 point and 0 Point. Halfway through the graph. ,5,Thu Nov 23 2023 21:15:00 GMT-0600 (Central Standard Time),1700795700909,1,prolific/train-0-307125.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.955283333333334,651b1ce6666abf106f24f092,98950,Very little,Thu Nov 23 2023 20:51:44 GMT-0600 (Central Standard Time),1700794304595,23.2719,Single crossing condition,2,first,9,18,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,98,21,22,0.6,0.6,0.4161028265953064,0.4014381766319275,0.0,0.9686145782470704,1,1,0,1,1,1,1,0,1,0,1,1
Rotaviral gastroenteritis / Epidemiology,"I hope that I explained as much as I could. I did not how much detail I needed to explain each of the graphs, so I struggled for a while on the wording for each one.","The data visualization shows an erratic trend of variation, as it goes up and down repeatedly. For example, it appears that from the period from Nov. to Jul., it peaks, while the rates of infection lower starting in July to November. The data is from July 2000 to March. 2012. The highest number of reports is 6000 in the years 2010 to 2011.",5,Thu Nov 23 2023 22:18:15 GMT-0500 (Eastern Standard Time),1700795895329,1,prolific/train-0-205301.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.8924,655f95ffd90905e27c938a49@email.prolific.com,411186,Very Well,Thu Nov 23 2023 21:59:01 GMT-0500 (Eastern Standard Time),1700794741779,19.22583333333333,Rotaviral gastroenteritis,0,first,11,72,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,341,22,35,0.5897435897435898,0.6578947368421053,0.3954520225524902,0.5271252393722534,0.0,0.4159944057464599,1,1,1,1,1,1,1,1,1,0,1,1
InflateSail / Altitude loss,"I hope that I explained as much as I could. I did not how much detail I needed to explain each of the graphs, so I struggled for a while on the wording for each one.","This visualization shows an average height using km. It starts between 470 to 480. There is a downward trend all the way down to under 390. The change in average orbit overall is that it decreases over time, slowing down around 460.",2,Thu Nov 23 2023 22:18:15 GMT-0500 (Eastern Standard Time),1700795895329,1,prolific/train-0-183840.jpg,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.8924,655f95ffd90905e27c938a49@email.prolific.com,105680,Very Well,Thu Nov 23 2023 21:59:01 GMT-0500 (Eastern Standard Time),1700794741779,19.22583333333333,InflateSail,1,first,11,47,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,232,11,8,0.4358974358974359,0.4594594594594595,0.6063177585601807,0.612238883972168,0.0,0.9874690771102904,1,1,1,1,1,1,1,1,1,0,1,1
Single crossing condition,"I hope that I explained as much as I could. I did not how much detail I needed to explain each of the graphs, so I struggled for a while on the wording for each one.","In this data visualization, the F(x) and G(x) only cross between .4 and .6. The lines do not cross at any other point. ",3,Thu Nov 23 2023 22:18:15 GMT-0500 (Eastern Standard Time),1700795895329,1,prolific/train-0-307125.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.8924,655f95ffd90905e27c938a49@email.prolific.com,149236,Very Well,Thu Nov 23 2023 21:59:01 GMT-0500 (Eastern Standard Time),1700794741779,19.22583333333333,Single crossing condition,2,first,11,32,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,119,21,22,0.6944444444444444,0.6944444444444444,0.3389939069747925,0.3376010656356811,0.0,0.9686145782470704,1,1,1,1,1,1,1,1,1,0,1,1
Nanortalik / Population,,This shows population increase and decrease between the years of 1991 and 2010,2,Thu Nov 23 2023 22:20:45 GMT-0500 (Eastern Standard Time),1700796045186,1,prolific/train-0-283458.png,True,english,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",13.86265,655f8c42a20c94f85160d5dc,80412,Little,Thu Nov 23 2023 21:56:02 GMT-0500 (Eastern Standard Time),1700794562640,24.7091,Nanortalik,0,first,8,13,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,78,14,3,0.5833333333333334,0.5185185185185185,0.4562229514122009,0.22466441988945,0.0,0.6886775493621826,1,0,1,0,1,1,1,0,1,0,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,The graph shows certain numbers. Solve for y,5,Thu Nov 23 2023 22:20:45 GMT-0500 (Eastern Standard Time),1700796045186,1,prolific/train-0-28614.png,False,english,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",13.86265,655f8c42a20c94f85160d5dc,63025,Little,Thu Nov 23 2023 21:56:02 GMT-0500 (Eastern Standard Time),1700794562640,24.7091,Tetration,1,first,8,9,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,44,27,22,0.3888888888888889,0.6129032258064516,0.6074990034103394,0.5965230464935303,0.0,0.4837883710861206,1,0,1,0,1,1,1,0,1,0,1,1
Bishop Auckland / Demography,,This showsthe population by age ,5,Thu Nov 23 2023 22:20:45 GMT-0500 (Eastern Standard Time),1700796045186,1,prolific/train-0-245143.png,True,english,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",13.86265,655f8c42a20c94f85160d5dc,186270,Little,Thu Nov 23 2023 21:56:02 GMT-0500 (Eastern Standard Time),1700794562640,24.7091,Bishop Auckland,2,first,8,5,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",32,32,71,0.4102564102564102,0.4473684210526316,0.469908207654953,0.4483237862586975,0.0,0.796863317489624,1,0,1,0,1,1,1,0,1,0,1,1
Single crossing condition,"I wish some of the pictures were bigger, or more zoomed in. Some of the text was hard to read. I also wish the text box was bigger because it's really hard to type and edit in a very small box when the response I type are long.","There is a graph with two curves. The G(x) curve is blue and the F(x) is red. Both curves are S curves, and cross each other at one section in the middle. The bottom and top portions of the curves overlap in a plateau.",4,Thu Nov 23 2023 19:27:58 GMT-0800 (Pacific Standard Time),1700796478773,1,prolific/train-0-307125.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.8816,655fd05c12d38751dfa91559,239332,Little,Thu Nov 23 2023 18:58:21 GMT-0800 (Pacific Standard Time),1700794701002,29.629516666666667,Single crossing condition,0,first,9,55,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,218,21,22,0.7941176470588235,0.7941176470588235,0.4320680201053619,0.4323914647102356,0.0,0.9686145782470704,1,1,0,1,1,1,1,0,1,0,1,1
Single crossing condition,"I wish some of the pictures were bigger, or more zoomed in. Some of the text was hard to read. I also wish the text box was bigger because it's really hard to type and edit in a very small box when the response I type are long.","There is a graph with two curves. The G(x) curve is blue and the F(x) is red. Both curves are S curves, and cross each other at one section in the middle. Some portions of the bottom and top of the curves overlap each other in a plateau.",4,Thu Nov 23 2023 19:27:58 GMT-0800 (Pacific Standard Time),1700796478773,1,prolific/train-0-307125.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.8816,655fd05c12d38751dfa91559,36586,Little,Thu Nov 23 2023 18:58:21 GMT-0800 (Pacific Standard Time),1700794701002,29.629516666666667,Single crossing condition,0,second,9,59,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,237,21,22,0.7941176470588235,0.7941176470588235,0.4368098974227905,0.4357160329818725,0.0,0.9686145782470704,1,1,0,1,1,1,1,0,1,0,1,1
Colorado River / Discharge,"I wish some of the pictures were bigger, or more zoomed in. Some of the text was hard to read. I also wish the text box was bigger because it's really hard to type and edit in a very small box when the response I type are long.","There is a graph with many peaks and troughs from 1890 to 2010, indicating annual flow volume. The first portion on the left of the line is red, indicating LaRue volumes in 1925. The middle portion is green, indicating Lee's Ferry volume. The last portion on the right indicates Lake Powell inflows. There is a dotted line that strikes through the line in a decline angle, indicating the forecast inflow in 2004. There are also yellow tags highlighting portions of the line indicating where the droughts occurred.",5,Thu Nov 23 2023 19:27:58 GMT-0800 (Pacific Standard Time),1700796478773,1,prolific/train-0-208920.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.8816,655fd05c12d38751dfa91559,465203,Little,Thu Nov 23 2023 18:58:21 GMT-0800 (Pacific Standard Time),1700794701002,29.629516666666667,Colorado River,1,first,9,98,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,513,13,21,0.75,0.717948717948718,0.4358558654785156,0.33016037940979,0.0,0.6898689270019531,1,1,0,1,1,1,1,0,1,0,1,1
InflateSail / Altitude loss,"I wish some of the pictures were bigger, or more zoomed in. Some of the text was hard to read. I also wish the text box was bigger because it's really hard to type and edit in a very small box when the response I type are long.","There are a bunch of points on the graph that are going downward. The peak height was around 470km. The first half of the points are gradually declining indicating that the orbit height is decreasing. The last half of the points go on a more drastic decline, with the last point on 390km.",3,Thu Nov 23 2023 19:27:58 GMT-0800 (Pacific Standard Time),1700796478773,1,prolific/train-0-183840.jpg,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.8816,655fd05c12d38751dfa91559,272054,Little,Thu Nov 23 2023 18:58:21 GMT-0800 (Pacific Standard Time),1700794701002,29.629516666666667,InflateSail,2,first,9,58,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,288,11,8,0.4324324324324324,0.4571428571428571,0.4376798272132873,0.4549281597137451,0.0,0.9874690771102904,1,1,0,1,1,1,1,0,1,0,1,1
